user_id,user_activity_level,session_count,avg_session_duration,buyer_region_code,product_id,category_code,price,discount_rate,product_rating,review_count,dwell_time,click_count,scroll_depth,add_to_cart,wishlist_flag,interaction_frequency,recency_score,seasonal_index,quantity_sold
3065,9,47,650.9244450487353,1,334,3,549.18,0.34,4.1,1011,490,12,0.9,0,1,64,0.03,0.94,9
1768,1,26,741.7866555811871,1,825,4,191.22,0.2,3.4,1018,581,21,0.92,1,0,8,0.39,1.28,32
4057,3,25,610.5787092108932,1,1487,4,37.46,0.08,4.4,3411,939,16,0.81,1,0,3,0.51,0.75,37
5289,9,29,139.2564293578398,1,263,1,946.1,0.22,3.7,3718,1049,16,0.26,0,0,58,0.95,1.06,34
3161,2,19,696.0227316296064,1,690,4,926.11,0.42,3.6,4920,475,22,0.84,1,1,32,0.52,0.75,18
4293,4,33,212.86701278539635,1,240,1,166.84,0.23,3.5,3810,303,12,0.35,0,0,68,0.78,0.79,15
1946,4,36,311.3952839371712,1,1226,7,410.7,0.15,3.6,2044,180,2,0.93,0,1,49,0.27,1.06,15
5926,2,14,742.7337645291055,1,1112,5,831.88,0.35,4.9,1116,1065,23,0.74,0,1,38,0.15,0.97,29
4335,3,14,496.7772793022999,1,1174,3,662.7,0.25,4.2,4723,272,24,0.81,1,1,2,0.81,1.03,23
5150,3,35,778.1484213395661,1,1333,3,397.81,0.1,3.3,1156,567,14,0.18,0,1,9,0.25,1.23,23
5895,1,30,215.34072826363985,1,1444,5,745.45,0.09,4.3,988,198,11,0.62,0,1,46,0.87,1.19,1
5873,6,28,558.7672415879919,1,567,6,897.56,0.42,3.3,2466,795,9,0.84,0,0,65,0.17,1.23,22
2481,8,17,102.8981461169876,1,1117,2,926.53,0.58,2.8,1828,592,22,0.88,0,1,49,0.85,1.07,7
2901,3,3,589.4630643798258,1,1227,2,381.96,0.14,3.7,2077,1011,7,0.13,1,1,75,0.77,0.99,32
4451,5,16,693.4046128647152,1,443,4,177.69,0.46,4.4,2345,609,12,0.95,1,0,29,0.61,0.98,28
5064,1,46,538.8898777614879,1,1101,6,913.27,0.05,3.4,1084,855,17,0.14,0,0,90,0.85,1.14,32
1054,7,30,261.62140630396493,1,365,1,97.09,0.23,4.7,2505,351,9,0.65,0,1,91,0.33,1.01,33
2823,1,29,57.268121907214045,1,1249,7,723.08,0.3,3.5,4044,963,6,0.72,0,1,29,0.17,0.76,13
4462,9,45,133.9205290489286,1,1240,3,144.79,0.16,3.4,2351,31,12,0.2,0,1,33,0.16,0.79,28
4079,8,15,571.4035917944028,1,927,4,392.44,0.32,5.0,3005,1107,20,0.14,0,0,28,0.27,0.91,9
1832,7,46,842.945588652987,1,1315,5,414.5,0.53,3.7,4435,175,10,0.81,0,1,95,0.45,0.74,3
5408,7,25,209.68493145564557,1,682,6,162.96,0.57,4.5,2495,243,9,0.45,1,1,83,0.88,0.84,17
3806,5,38,669.4727497214359,1,742,3,923.07,0.06,4.5,76,650,12,0.2,0,0,26,0.09,1.09,34
3490,5,42,783.8124250266661,1,1428,1,7.65,0.16,4.8,2562,616,1,0.79,0,0,29,0.92,0.71,32
1327,5,47,483.1674952493346,1,1130,1,894.34,0.59,2.7,1572,549,2,0.86,0,0,11,0.93,1.06,9
4310,1,38,612.2612423839822,1,599,2,884.41,0.16,3.2,4187,1068,19,0.63,0,1,96,0.73,1.16,1
4300,8,23,739.0633255082489,1,1430,4,320.38,0.42,4.4,4561,327,1,0.25,0,1,85,0.9,0.8,20
4675,1,25,256.7873872343164,1,818,5,705.76,0.15,3.9,3670,352,16,0.11,0,1,34,0.77,0.81,5
4054,4,42,288.29923661319737,1,1369,3,256.54,0.21,3.9,3111,988,16,0.73,1,0,86,0.53,0.72,21
3143,9,7,30.54593946675687,1,1078,7,759.98,0.11,2.9,2737,646,18,0.6,1,0,48,0.6,1.01,5
2311,9,22,867.8918938810882,1,300,1,563.31,0.51,3.2,1352,88,18,0.69,0,1,27,0.63,1.09,4
4191,5,17,828.26405829882,1,1079,3,303.72,0.53,3.8,946,902,23,0.83,1,0,72,0.13,0.97,8
3538,4,18,695.1743894707043,1,1029,5,403.23,0.18,3.2,4649,582,13,0.49,0,0,40,0.19,0.93,25
4983,3,49,98.79613824968386,1,1464,3,691.44,0.49,3.0,3868,458,22,0.21,1,0,31,0.52,0.97,7
5547,3,41,419.3275140385721,1,958,4,906.57,0.21,2.7,3137,291,12,0.95,0,0,65,0.12,1.17,37
1164,5,10,118.64582595525094,1,362,2,135.07,0.06,2.9,3486,684,9,0.59,0,1,39,0.96,0.72,32
5277,1,10,43.85063251863478,1,1396,3,573.51,0.45,4.4,4187,66,5,0.65,0,1,98,0.51,1.17,17
1822,5,7,566.0791797349597,1,701,6,257.46,0.36,4.3,1002,200,9,0.94,1,0,24,0.38,1.1,28
1943,6,48,865.9215928597639,1,746,2,802.37,0.16,2.6,4463,653,13,0.94,1,0,92,0.16,0.84,6
5425,7,38,815.4951803859706,1,580,5,74.89,0.15,3.0,819,51,16,0.61,0,0,68,0.42,1.01,36
1774,9,27,636.1766889938018,1,1069,2,690.51,0.59,3.9,422,688,10,0.37,0,0,82,0.3,0.73,2
3198,3,33,114.07730822343814,1,1104,3,179.07,0.52,3.3,571,511,16,1.0,1,0,93,0.09,0.93,31
4156,2,1,268.52271277490115,1,1386,3,598.4,0.49,4.6,2909,799,14,0.71,0,1,23,0.97,0.8,1
5242,3,44,308.44935239020316,1,1201,6,836.51,0.08,4.5,4530,759,2,0.47,0,0,61,0.26,0.71,3
4695,9,34,693.9405502386383,1,808,1,756.31,0.45,4.7,1423,751,19,0.6,0,1,27,0.69,0.91,13
4452,7,4,727.9567859345492,1,506,6,754.18,0.13,3.9,1633,174,11,0.47,1,1,16,0.09,1.14,31
1914,9,17,365.0423270012308,1,254,3,520.26,0.59,3.4,1753,764,19,0.9,1,0,45,0.91,1.25,29
2308,2,4,393.5590770573204,1,1182,7,891.29,0.03,4.0,467,99,11,0.53,0,1,27,0.59,1.1,33
5177,5,43,68.72286417026906,1,532,2,590.16,0.21,2.7,4887,996,14,0.84,0,0,73,0.66,0.94,10
1513,4,26,281.54894502432205,1,326,6,917.93,0.26,2.5,2922,1091,15,0.86,1,0,5,0.78,1.3,38
2920,2,4,422.61810414454675,1,904,6,548.79,0.49,2.5,2303,657,7,0.84,0,0,59,0.61,0.87,9
4594,9,1,131.77525035517408,1,442,7,508.44,0.46,3.5,1706,759,15,0.75,0,1,72,0.07,0.81,1
5841,9,7,424.34269085686856,1,799,7,226.24,0.22,3.1,72,828,24,0.87,0,1,82,0.43,0.98,37
2409,6,30,772.2629566642863,1,702,7,547.06,0.34,2.9,146,252,23,0.45,0,1,35,0.26,1.0,32
5802,6,9,535.7492871607965,1,803,1,144.88,0.5,4.0,316,672,8,0.2,1,0,70,0.49,0.91,33
5566,8,35,98.66897388341872,1,502,3,870.34,0.01,5.0,605,867,4,0.86,0,1,87,0.4,1.12,2
4190,6,8,196.75404738233865,1,434,3,677.51,0.48,2.9,574,228,18,0.55,0,1,46,0.83,0.81,2
5491,1,24,442.8535846379439,1,1261,5,993.67,0.57,3.9,1177,18,14,0.21,0,1,90,0.25,1.01,5
2555,4,19,344.4938203449765,1,338,1,96.64,0.02,2.8,3326,439,21,0.2,1,0,56,0.2,1.0,10
1804,7,36,342.0925070051059,1,394,5,244.47,0.03,4.8,3422,22,18,0.24,1,1,24,0.96,1.19,38
2279,2,43,490.46267988492343,1,846,5,877.77,0.21,3.2,2594,916,4,0.78,1,0,10,0.95,1.26,37
4577,9,27,538.4244517828279,1,200,5,398.28,0.05,4.7,2882,979,2,0.74,0,1,79,0.99,1.1,2
3901,8,32,723.2695661402862,1,760,4,468.97,0.29,3.2,311,699,21,0.28,0,1,38,0.57,0.88,25
2387,8,14,326.64091021236163,1,1319,5,861.35,0.44,4.5,2855,1100,6,0.86,0,1,84,0.11,1.11,38
5688,7,18,730.7556662453105,1,912,6,524.21,0.34,3.0,764,686,11,0.35,1,0,93,0.88,0.85,37
3761,4,28,324.5917693279903,1,612,2,197.51,0.12,3.2,2995,193,1,0.81,1,0,70,0.15,1.28,18
3679,2,29,78.22670037887343,1,737,6,892.57,0.39,3.0,3200,1014,15,0.54,0,1,48,0.16,1.19,27
3106,3,16,512.1432563741683,1,628,6,35.91,0.41,3.2,435,217,12,0.76,0,1,9,0.19,0.96,20
5223,6,35,541.4750226584886,1,434,3,895.92,0.56,4.6,3351,537,24,0.44,1,0,50,0.65,1.17,34
5831,5,47,843.0500136910183,1,548,4,55.27,0.09,4.1,4453,827,18,0.41,0,0,69,0.11,0.95,8
3768,8,31,661.6733536743527,1,595,5,667.52,0.42,3.5,2977,1012,5,0.86,0,1,48,0.78,0.74,4
4953,6,4,828.4622076701623,1,615,3,76.32,0.55,4.9,2930,464,11,0.13,0,1,39,0.06,1.12,30
4186,6,37,820.2620729114183,1,1115,1,707.68,0.3,3.7,2299,911,24,0.98,1,0,83,0.11,0.94,36
4280,1,17,555.9794759246706,1,1274,1,38.8,0.22,4.9,134,253,21,0.68,0,1,5,0.43,1.26,9
3573,4,39,489.15299684270934,1,280,3,843.25,0.1,3.0,3914,780,19,0.49,1,0,84,0.38,0.88,12
5616,5,48,514.973641432332,1,235,2,468.61,0.52,4.8,4618,247,22,0.67,0,1,11,0.99,1.21,14
3599,3,46,881.1478026792056,1,1290,3,97.99,0.24,2.5,803,354,1,0.21,1,1,60,0.97,1.11,35
5033,9,26,702.6558918198542,1,840,3,708.29,0.55,3.9,2707,319,17,0.56,1,1,27,0.19,1.21,6
1236,1,48,122.45133716938437,1,1081,4,491.84,0.51,3.6,2366,47,8,0.99,1,1,93,0.95,0.88,23
2304,6,39,707.2327138998179,1,956,1,194.99,0.23,3.8,4175,41,23,0.31,0,0,7,0.69,0.98,4
4430,6,41,178.36810254145652,1,822,1,20.59,0.34,3.9,3262,301,16,0.75,0,1,60,0.41,1.19,1
2301,5,4,419.1949776348943,1,667,5,420.91,0.02,3.5,1476,301,11,0.49,0,1,50,0.74,1.09,9
3541,5,30,213.09991479358482,1,1365,6,90.2,0.16,5.0,3415,767,19,0.69,1,1,67,0.9,0.92,9
3051,5,30,629.93726701391,1,555,3,98.7,0.43,4.9,2461,587,24,0.28,1,1,69,0.18,1.01,15
1441,6,22,793.259470487941,1,908,3,270.99,0.41,4.9,3942,1171,11,0.52,0,1,55,0.2,1.3,24
3076,8,11,282.61484026901246,1,1219,2,632.31,0.21,4.9,2040,614,15,0.98,1,1,77,0.41,1.15,8
4180,2,2,101.34934485112323,1,1101,7,532.26,0.49,4.5,4463,456,8,0.28,1,0,16,0.17,1.07,28
3657,6,44,289.68899532521806,1,872,7,73.64,0.14,5.0,1006,287,14,0.67,0,1,12,0.36,1.2,17
4798,1,12,614.9548164010091,1,638,1,968.59,0.28,4.7,992,1003,1,0.62,1,0,27,0.65,0.97,35
1804,4,30,316.02131097237145,1,730,2,887.73,0.28,3.5,4691,541,10,0.61,0,0,33,0.81,1.27,31
1074,3,36,271.95758577180897,1,326,4,262.93,0.2,4.5,1896,993,7,0.65,0,0,79,0.3,1.03,4
3175,9,18,190.4586158083105,1,404,5,126.73,0.57,4.8,3065,611,18,0.55,1,0,85,0.28,0.9,14
4924,3,26,462.8392913807572,1,228,2,942.69,0.42,4.3,2748,571,12,0.12,0,1,81,0.78,0.75,25
3089,6,7,270.0754804967532,1,644,1,463.84,0.32,3.6,2661,1043,2,0.91,1,1,55,0.38,0.93,7
1040,1,1,665.9790037513503,1,1165,4,314.61,0.31,2.7,2978,600,18,0.84,0,1,52,0.82,1.04,31
3081,6,26,96.66148973321636,1,663,3,492.91,0.1,4.5,1823,68,21,0.26,0,0,37,0.99,1.12,35
5683,4,23,607.7087388068463,1,350,4,773.88,0.22,4.9,3407,1121,7,0.47,0,1,15,0.98,1.23,38
2622,8,26,236.6772126739598,1,439,6,172.54,0.4,3.4,4506,468,20,0.79,0,0,84,0.66,1.27,20
1341,9,45,455.6729571148947,1,465,2,768.66,0.55,2.9,4482,113,12,0.98,0,0,83,0.38,0.76,16
5052,4,6,278.89823216719674,1,1328,1,750.7,0.49,3.3,1748,840,20,0.96,0,1,65,0.07,1.06,22
3074,6,6,658.8087481293923,1,1112,2,541.65,0.18,4.0,2661,798,14,0.91,0,0,68,0.74,1.1,36
1645,1,44,852.4171250189239,1,696,3,866.51,0.26,3.3,18,113,10,0.24,1,0,3,0.98,0.8,19
5826,4,8,827.8567981387375,1,884,7,136.48,0.05,4.0,3358,751,9,0.92,0,0,72,0.07,1.03,2
5263,7,24,537.5808071753593,1,357,3,597.5,0.06,4.9,275,310,23,0.89,0,0,5,0.01,0.9,4
1609,1,22,432.4709638335712,1,371,1,452.1,0.28,4.2,4078,663,15,0.44,1,1,9,0.83,0.75,34
1454,8,19,741.9214432122621,1,693,6,425.18,0.32,3.4,4754,564,20,0.46,1,0,1,0.1,0.74,7
3953,6,37,624.493935486125,1,1169,5,256.3,0.16,4.8,2945,637,24,0.51,0,0,30,0.08,1.16,14
2708,5,18,189.7007793687316,1,875,4,375.42,0.39,3.9,4647,1117,10,0.69,1,0,71,0.91,1.07,32
4472,9,31,744.1997158433102,1,858,4,112.61,0.42,2.8,4774,938,19,0.33,0,1,86,0.08,1.13,17
3969,2,37,403.12941877339784,1,1102,3,255.34,0.18,3.7,4698,369,19,0.12,0,1,20,0.11,1.11,37
4028,5,30,194.41752417492233,1,865,2,275.61,0.46,4.1,364,96,12,0.23,1,0,93,0.57,0.78,14
5797,6,42,275.1636948449484,1,566,7,722.06,0.12,4.6,1973,437,23,0.5,1,1,27,0.76,0.79,17
3681,7,33,262.7485163160578,1,749,2,53.31,0.33,4.8,794,376,12,0.35,0,1,89,0.4,0.85,32
4629,5,10,481.7100679050103,1,842,6,652.94,0.48,3.3,589,352,9,0.79,1,1,99,0.42,0.94,2
5225,9,37,233.9019788897517,1,454,5,225.3,0.32,2.9,4294,356,20,0.2,0,1,91,0.63,1.26,39
4067,1,12,137.50284403937127,1,407,2,86.45,0.54,2.7,4313,105,4,0.93,0,0,63,0.51,1.1,4
2386,7,30,137.61104003397185,1,649,4,304.3,0.04,4.3,740,1169,1,0.91,1,0,75,0.02,0.85,30
4776,7,27,537.450291511014,1,294,7,228.35,0.35,4.5,4745,893,16,0.92,0,1,81,0.11,0.73,30
3866,4,39,669.2405812989593,1,1038,2,554.27,0.34,3.5,2194,495,1,0.77,1,1,31,0.58,1.11,33
5788,9,9,309.73371768935647,1,677,7,360.59,0.4,3.5,669,613,13,0.2,1,1,82,0.79,1.08,1
4363,5,21,60.14611753819486,1,882,5,966.16,0.5,4.9,1437,421,3,0.49,1,1,19,0.76,1.11,33
5889,4,12,140.68565163519935,1,961,4,963.73,0.44,4.8,4760,457,12,0.22,0,1,93,0.74,0.86,36
5124,7,29,825.7842674932397,1,389,7,446.5,0.47,3.1,855,256,23,0.99,0,1,79,0.77,1.01,31
1148,4,33,459.3829838428241,1,910,2,796.11,0.17,4.5,2377,779,9,0.4,0,1,62,0.04,0.92,37
4850,3,43,424.6083443652021,1,955,4,18.2,0.23,4.1,4990,708,4,0.63,1,0,7,0.9,1.19,14
3058,9,15,63.10278512977909,1,1035,3,550.07,0.38,2.9,4033,430,2,0.8,0,0,37,0.89,0.74,6
2136,8,2,663.9142094157022,1,332,3,744.58,0.33,3.4,1893,133,22,0.93,1,1,71,0.53,0.87,7
1186,1,39,489.41923041090865,1,254,6,220.86,0.58,2.9,1186,950,22,0.78,1,1,86,0.25,1.06,24
3854,7,44,205.81041439527309,1,709,3,65.87,0.11,3.2,1842,886,9,0.71,0,0,76,0.59,0.82,4
2250,9,18,125.76417135751976,1,869,2,160.14,0.21,4.0,326,1144,20,0.52,1,0,8,0.56,1.1,25
2333,8,3,363.5474413598387,1,609,5,444.64,0.34,3.4,3226,22,24,0.64,0,1,57,0.22,0.78,3
5193,8,7,758.3309088496723,1,1434,4,508.84,0.52,3.5,2400,809,13,0.18,1,0,82,0.6,0.71,28
5150,6,43,782.8062665048913,1,1186,7,383.98,0.56,3.8,4278,1056,14,0.9,0,0,28,0.8,1.22,23
3711,4,18,554.4763509442037,1,933,1,442.77,0.2,2.7,4550,954,3,0.59,1,1,82,0.81,0.9,36
5853,8,44,662.9566916902241,1,1338,3,472.88,0.04,4.3,4101,209,18,0.14,1,0,95,0.06,0.79,13
5501,3,38,130.1855350404972,1,458,3,770.59,0.25,3.5,4015,312,9,0.93,0,1,17,0.2,0.8,22
2785,9,37,541.6696769570337,1,1345,1,109.72,0.24,3.7,4306,1198,15,0.54,0,0,87,0.67,1.23,25
1750,2,33,610.2601620338481,1,498,7,770.11,0.59,4.9,50,747,22,0.88,0,1,11,0.86,1.09,24
2762,2,44,204.62017333499924,1,760,7,690.18,0.26,3.4,1468,185,24,0.87,0,0,15,0.52,1.27,37
4920,7,31,795.7346176319253,1,496,1,742.95,0.18,4.1,1009,1062,10,0.83,0,0,30,0.71,1.18,33
5460,4,11,199.64716164328718,1,561,7,735.8,0.22,3.5,4472,686,17,0.16,1,1,95,0.02,1.16,14
1481,8,4,302.72530306641187,1,788,2,473.24,0.24,4.7,3557,544,13,0.32,1,0,6,0.61,1.0,24
1153,9,18,569.884456910409,1,326,7,215.34,0.49,4.6,1074,486,1,0.89,0,0,12,0.96,1.19,22
2524,7,4,585.3645566637358,1,396,4,538.95,0.05,3.1,153,392,11,0.91,0,1,87,0.66,0.95,37
3120,5,49,638.4647246590096,1,420,7,958.19,0.19,4.2,581,565,5,0.51,1,0,61,0.92,1.2,23
3343,8,34,127.45019036933894,1,1194,3,590.58,0.58,2.7,787,343,9,0.5,1,0,36,0.57,1.15,6
2240,4,29,769.0340540378431,1,290,5,15.99,0.09,4.9,4886,1139,7,0.26,0,1,35,0.84,1.11,19
1060,2,24,493.5770050864361,1,610,2,64.41,0.45,3.4,3381,907,7,0.97,0,1,67,0.12,0.9,12
1938,6,22,440.0499608714095,1,207,2,992.9,0.21,4.6,2267,940,2,0.29,0,1,92,0.12,1.08,26
2639,9,2,883.5549333267534,1,743,7,76.59,0.35,3.3,4258,694,19,0.27,1,1,79,0.12,1.0,29
5120,1,44,674.1291183386871,1,667,5,50.81,0.06,4.1,970,570,20,0.69,1,1,77,0.49,0.98,14
5226,7,6,132.66524315885613,1,519,5,356.26,0.18,5.0,647,132,18,0.32,1,1,63,0.33,1.29,17
4569,9,42,688.1890754868294,1,468,6,969.47,0.3,4.7,945,1068,10,0.94,1,1,83,0.72,1.0,30
2252,9,25,112.86657255639645,1,1414,5,322.08,0.14,2.9,4784,627,5,0.11,0,1,40,0.9,0.72,7
5203,3,21,53.89938938629682,1,260,7,412.83,0.33,3.9,1495,997,16,0.11,0,0,82,0.62,1.08,21
1171,5,16,381.1545288848105,1,1487,7,635.91,0.13,3.4,2047,849,23,0.55,0,0,31,0.21,1.14,1
2458,8,31,894.4130103527202,1,996,1,28.99,0.39,3.6,1172,425,5,0.54,1,1,37,0.93,1.23,38
4549,8,14,182.1490244895305,1,1318,3,898.27,0.54,3.3,4218,717,15,0.25,1,0,85,0.53,1.08,4
5197,4,39,615.2005788683073,1,752,6,521.85,0.05,3.3,4899,646,22,0.55,0,1,5,0.72,0.71,8
3322,1,28,180.85457759932385,1,1125,7,469.48,0.13,3.9,2886,356,16,0.47,0,0,81,0.89,0.77,18
2636,1,32,660.5646682137959,1,860,1,861.42,0.51,3.0,4158,46,4,0.9,1,0,83,0.99,0.8,8
4115,4,28,469.65769136690875,1,915,6,953.31,0.38,3.8,732,521,14,0.11,0,1,4,0.51,0.83,31
5090,6,49,621.5753877777573,1,978,3,426.31,0.05,3.2,3087,858,24,0.98,0,0,26,0.81,1.18,31
4004,8,9,206.4996630453841,1,393,6,176.58,0.29,3.2,3461,544,17,0.66,1,0,24,0.57,0.89,28
1329,6,45,678.6966492928367,1,681,1,816.63,0.13,4.3,1657,919,17,0.24,0,0,39,0.49,0.89,37
4640,9,22,896.1885818717549,1,1419,4,406.24,0.12,2.6,478,782,21,0.14,1,1,56,0.54,1.15,3
4894,9,32,609.115935544585,1,1054,7,935.87,0.56,3.5,1137,673,16,0.58,0,0,54,0.48,0.95,15
5107,2,5,459.3275983234036,1,1472,3,950.15,0.46,3.5,3953,1051,9,0.31,0,0,38,0.42,0.74,4
2341,1,23,833.1613700987604,1,697,2,119.25,0.42,3.7,976,36,2,0.37,0,1,54,0.72,1.05,35
4663,2,5,43.79110274173238,1,411,3,956.77,0.14,4.2,236,545,11,0.32,1,0,19,0.25,0.78,34
1215,5,42,665.0334617786643,1,864,3,371.43,0.07,3.4,2523,1062,15,0.69,1,0,94,0.62,1.04,36
1338,4,32,803.2094696280172,1,869,3,648.02,0.52,3.0,4043,1017,3,0.6,1,0,26,0.71,1.17,6
5062,4,10,83.65688775023298,1,420,4,39.58,0.0,4.7,597,667,24,0.17,1,0,52,0.89,1.26,4
3708,9,39,421.5558282617096,1,472,7,889.44,0.23,5.0,1702,649,16,0.57,0,1,75,0.33,0.74,30
4152,8,15,208.10592493649904,1,1377,1,643.39,0.17,2.6,2176,1150,21,0.81,1,1,61,0.86,0.88,39
2750,6,7,522.8708040614122,1,1472,7,645.34,0.34,3.9,2557,1165,19,0.17,0,1,67,0.95,1.09,18
3421,1,29,595.1023739851846,1,478,2,902.67,0.15,3.4,164,51,22,0.9,0,0,22,0.65,0.89,22
1709,2,47,293.28216914801686,1,1015,1,510.81,0.19,3.2,2324,1193,6,0.62,0,1,17,0.77,0.97,10
4726,6,3,430.18405261994775,1,475,6,413.46,0.51,3.3,3039,1158,14,0.96,0,0,11,0.41,0.71,29
4642,2,19,273.0253521906068,1,1204,6,866.8,0.36,4.1,569,222,5,0.23,0,0,39,0.95,1.12,23
4993,5,10,351.37031307594896,1,713,6,743.71,0.09,3.0,3328,845,5,0.99,0,1,61,0.67,1.23,4
1488,5,28,168.79976231892852,1,1311,1,949.23,0.44,4.8,140,711,6,0.68,0,1,91,0.31,1.29,19
1046,6,29,800.4367159194993,1,1122,5,940.42,0.12,3.7,685,89,18,0.61,1,1,49,0.4,1.2,26
4359,6,15,38.70905718644869,1,841,4,385.41,0.26,3.3,686,964,22,0.56,0,0,93,0.62,0.72,7
5873,6,35,797.695992206096,1,704,5,449.75,0.39,4.4,3280,911,18,0.12,1,0,61,0.23,1.09,13
5806,2,6,527.3606241642725,1,789,7,259.71,0.16,2.5,2763,1128,19,0.95,0,0,12,0.75,1.0,3
1400,3,12,318.5423244340052,1,971,6,662.34,0.23,3.6,3590,433,2,0.68,1,0,13,0.22,1.26,11
4990,6,47,659.0596991504868,1,1464,4,367.72,0.44,3.4,2038,928,17,0.18,0,1,58,0.59,1.24,16
4157,8,38,471.74437212051794,1,939,1,787.17,0.56,3.3,1074,525,1,0.12,1,1,11,0.7,1.29,20
5345,1,13,464.2245325536177,1,874,6,125.94,0.32,3.3,2225,174,9,0.15,0,0,64,0.86,1.22,23
1390,1,29,125.8237861395008,1,1459,1,120.82,0.01,2.6,1341,1006,13,0.65,1,0,31,0.73,1.03,23
4853,2,19,368.87894257250554,1,1213,4,208.43,0.2,2.9,1689,1002,4,0.65,1,1,11,0.8,1.13,32
5430,6,3,239.72598089536086,1,327,1,88.87,0.24,2.9,3010,902,5,0.55,1,1,43,0.91,1.28,38
1628,9,8,43.65543786876329,1,702,1,621.93,0.2,5.0,363,1025,23,0.38,0,0,36,0.6,1.05,3
5232,4,8,343.28667878043854,1,1423,2,151.62,0.26,2.6,1067,1075,18,0.58,0,1,2,0.85,1.2,8
3930,3,20,108.14525260027612,1,1101,7,164.16,0.38,2.9,2640,750,10,0.56,1,0,87,0.23,1.27,38
2521,8,47,253.44213282091113,1,742,5,19.16,0.07,4.9,3749,764,4,0.12,1,0,61,0.81,1.04,14
1826,9,4,110.48946042929217,1,691,5,783.18,0.16,4.1,2030,425,13,0.35,0,0,36,0.22,0.8,8
5822,5,21,117.819214234067,1,1244,5,813.23,0.3,3.6,617,1088,13,0.15,0,0,78,0.93,0.79,11
2500,9,3,203.1398261412138,1,1457,3,166.21,0.19,2.7,4454,345,17,0.91,0,1,49,0.33,0.77,33
4294,2,45,899.8688427031682,1,913,2,740.83,0.59,4.2,3146,890,8,0.75,0,1,27,0.17,0.99,15
3419,3,8,31.90020428580643,1,990,6,436.38,0.26,2.8,1982,981,4,1.0,0,0,12,0.15,0.99,37
1934,7,23,585.6451934247526,1,615,6,243.4,0.52,4.2,193,694,23,0.37,1,0,58,0.19,1.07,14
4042,7,16,152.8820172831049,1,347,6,623.28,0.54,4.9,4458,750,3,0.89,1,0,93,0.45,0.99,26
5497,6,13,830.946478938375,1,1169,5,182.59,0.5,3.8,1119,39,11,0.64,1,0,6,0.52,1.28,8
2466,6,3,111.46061720025743,1,228,7,758.1,0.03,3.0,4202,584,12,0.51,1,0,44,0.91,0.87,4
4561,2,48,860.9049727998257,1,507,5,52.38,0.57,4.1,526,230,9,0.3,0,1,47,0.38,1.22,36
1614,6,9,561.5059571106258,1,361,7,959.34,0.08,3.8,1952,836,15,0.76,0,0,23,0.22,0.76,18
2182,4,14,31.103226916476515,1,1068,2,76.52,0.02,3.8,4879,603,13,0.91,1,1,74,0.74,1.06,27
4223,3,13,807.7862621876212,1,1051,7,581.55,0.25,3.7,1782,763,5,0.31,0,0,98,0.13,1.09,19
3667,2,7,483.8892671892189,1,260,1,902.68,0.12,4.2,2673,1072,5,0.26,0,0,76,0.89,1.16,3
1130,1,15,258.52266973752154,1,324,5,16.84,0.11,3.9,2397,1030,19,0.73,1,0,96,0.41,1.0,9
3983,5,7,697.5328844385982,1,1294,6,501.02,0.17,5.0,3724,501,11,0.98,1,0,26,0.61,0.82,39
5278,2,38,836.1990318815768,1,1037,1,353.26,0.15,4.6,2589,447,9,0.77,0,1,7,0.19,0.92,2
5459,2,34,450.8110161377107,1,665,5,582.43,0.41,3.2,3526,488,3,0.36,1,1,32,0.15,0.86,9
1038,7,41,304.53152276550645,1,442,4,229.33,0.11,4.3,3849,792,18,0.48,0,1,33,0.8,0.95,6
4959,8,22,716.3822578233863,1,1444,3,69.57,0.33,3.0,1634,958,13,0.45,1,0,82,0.43,1.02,38
4587,8,24,623.1533830759555,1,672,5,627.8,0.59,4.5,3009,1017,12,0.87,0,1,99,0.99,1.08,28
1920,4,49,803.214660862737,1,1158,4,419.76,0.26,2.9,93,81,9,0.79,1,0,20,0.52,1.21,34
3769,1,37,632.4871911022378,1,732,2,624.37,0.39,3.7,3794,591,10,0.63,0,0,95,0.85,1.25,29
5111,7,44,241.86965484259656,1,693,4,214.49,0.58,4.5,3366,229,13,0.35,0,1,69,0.98,0.98,3
1492,1,1,840.5435472903465,1,1098,2,342.05,0.08,3.2,2946,1037,20,0.94,0,0,96,0.28,0.75,16
2131,4,10,121.20710006921244,1,281,5,563.87,0.25,4.6,88,1012,20,0.69,1,0,52,0.8,1.18,35
4521,8,43,263.1101925929577,1,1055,2,595.15,0.51,4.1,2550,299,13,0.97,0,1,42,0.02,0.99,11
1310,2,16,482.56930871978045,1,1078,4,375.45,0.56,3.5,2814,389,22,0.62,0,1,83,0.68,1.03,23
1738,6,46,522.1955626816842,1,1122,7,283.65,0.36,3.6,1445,813,9,0.84,1,0,1,0.75,1.06,30
4241,6,8,43.320210365407725,1,211,3,277.33,0.09,4.8,4621,752,24,0.83,1,1,63,0.48,1.1,5
1545,9,49,709.0982714642178,1,1486,1,178.83,0.54,3.0,1830,89,10,0.4,0,1,7,0.16,1.23,8
3461,5,25,344.59836703008887,1,648,1,328.78,0.1,4.2,2741,75,19,0.97,0,1,58,0.62,1.27,10
5346,4,12,383.5841306718599,1,1415,3,203.44,0.21,4.3,554,145,6,0.12,1,0,86,0.9,1.26,28
