记录编号,性别,社会比较倾向,相对剥夺感,经济不满意度,地位提升期望,当前社会阶层_1到10,逛街购物频率,上网频率
6021,1,70,93.333333,80,11.111111,2,4,1
6024,1,50,66.666667,60,11.111111,4,4,5
6034,1,60,66.666667,80,0.0,5,3,1
6035,2,40,53.333333,20,0.0,5,4,1
6043,1,30,33.333333,40,11.111111,5,3,1
6048,2,40,33.333333,40,22.222222,6,2,1
6055,2,50,80.0,80,0.0,2,2,1
6058,2,20,46.666667,20,0.0,5,1,1
6063,2,50,66.666667,40,22.222222,4,3,2
6064,2,30,40.0,20,11.111111,2,3,2
6065,2,30,60.0,20,0.0,5,3,1
6075,1,70,86.666667,60,0.0,2,3,5
6078,2,50,40.0,60,11.111111,3,3,1
6081,1,30,40.0,20,11.111111,5,2,3
6082,1,50,86.666667,20,44.444444,1,4,1
6084,1,30,40.0,20,0.0,6,3,1
6085,2,40,66.666667,40,0.0,2,4,1
6087,2,50,86.666667,60,11.111111,4,5,5
6088,2,40,53.333333,40,11.111111,5,3,1
6100,1,50,53.333333,20,0.0,6,4,1
6110,1,50,60.0,40,11.111111,1,5,3
6114,2,40,60.0,20,0.0,8,2,1
6122,2,30,60.0,80,0.0,5,2,1
6124,2,30,80.0,80,0.0,5,1,1
6129,2,30,60.0,40,22.222222,5,3,1
6132,1,50,60.0,60,0.0,1,3,1
6133,1,60,40.0,80,22.222222,7,3,1
6137,1,60,60.0,20,0.0,3,4,1
6138,1,60,100.0,20,33.333333,5,5,1
6141,1,40,60.0,20,0.0,1,4,1
6146,1,30,53.333333,40,0.0,5,2,1
6150,1,30,40.0,20,0.0,5,4,1
6159,1,70,60.0,80,22.222222,3,3,1
6160,1,40,46.666667,40,11.111111,6,4,4
6162,2,80,86.666667,60,22.222222,2,4,1
6163,2,40,60.0,80,0.0,3,5,2
6166,1,50,33.333333,40,11.111111,8,5,1
6168,1,20,46.666667,20,33.333333,4,4,2
6173,2,30,40.0,20,11.111111,4,3,1
6179,2,30,40.0,20,22.222222,2,3,1
6184,2,80,93.333333,100,22.222222,2,3,1
6185,1,60,80.0,80,33.333333,3,4,1
6195,1,30,40.0,20,0.0,5,4,5
6196,2,40,73.333333,60,0.0,5,2,2
6206,2,60,53.333333,80,33.333333,5,3,1
6214,2,60,66.666667,100,33.333333,2,3,1
6220,1,40,60.0,20,33.333333,5,4,1
6233,2,90,53.333333,100,0.0,4,2,5
6238,2,20,33.333333,20,0.0,9,2,1
6240,2,20,73.333333,20,22.222222,5,2,2
6252,1,30,46.666667,80,33.333333,3,3,1
6260,1,30,40.0,80,11.111111,3,5,1
6261,1,50,66.666667,20,0.0,6,5,1
6267,1,60,66.666667,80,0.0,3,4,1
6269,2,30,66.666667,20,11.111111,5,3,1
6272,2,30,53.333333,20,22.222222,4,3,1
6273,2,40,53.333333,20,11.111111,4,4,1
6276,2,50,66.666667,40,22.222222,4,4,1
6281,1,20,53.333333,20,11.111111,6,2,1
6283,2,30,40.0,40,11.111111,5,2,1
6284,1,30,26.666667,80,0.0,3,2,1
6292,1,30,46.666667,60,0.0,5,4,1
6294,2,30,73.333333,20,22.222222,4,4,1
6295,1,80,80.0,80,11.111111,2,5,1
6296,2,60,60.0,60,22.222222,3,3,1
6303,2,80,60.0,100,33.333333,5,3,1
6307,1,60,100.0,40,0.0,1,4,5
6314,2,70,80.0,40,22.222222,4,4,1
6315,1,60,60.0,20,0.0,7,4,1
6323,2,30,80.0,20,0.0,1,4,1
6324,1,90,100.0,100,0.0,2,3,2
6339,2,80,73.333333,80,11.111111,2,3,5
6340,2,60,60.0,60,0.0,3,3,5
6350,1,90,100.0,80,0.0,1,3,1
6352,1,50,80.0,80,22.222222,3,4,1
6375,1,20,26.666667,20,0.0,4,2,1
6378,2,30,40.0,60,0.0,4,1,1
6379,2,70,86.666667,100,0.0,1,2,5
6381,2,50,60.0,40,0.0,4,3,1
6388,1,30,40.0,40,11.111111,5,1,5
6390,2,30,46.666667,20,11.111111,6,4,1
6392,2,30,40.0,40,0.0,5,2,1
6393,1,30,46.666667,40,22.222222,6,4,1
6396,2,50,66.666667,60,33.333333,3,4,1
6408,1,90,100.0,80,0.0,1,2,1
6409,1,60,66.666667,80,33.333333,4,2,2
6413,2,60,53.333333,60,11.111111,4,2,1
6418,2,30,26.666667,20,0.0,5,3,1
6422,1,50,46.666667,60,11.111111,4,4,1
6425,2,30,40.0,60,22.222222,5,5,1
6427,1,50,53.333333,20,11.111111,4,2,2
6440,2,30,40.0,20,0.0,5,3,1
6456,1,30,40.0,20,22.222222,4,5,2
6459,1,90,80.0,80,44.444444,4,4,1
6460,2,70,80.0,40,22.222222,5,2,1
6473,1,50,46.666667,80,22.222222,6,4,1
6474,2,40,60.0,40,22.222222,6,3,1
6484,1,30,40.0,80,0.0,5,3,1
6485,2,30,40.0,80,11.111111,5,3,1
6492,2,50,53.333333,60,0.0,4,4,1
6504,2,60,66.666667,20,0.0,5,3,5
6505,2,70,86.666667,100,0.0,3,2,5
6516,2,60,86.666667,80,22.222222,8,4,1
6517,2,30,40.0,20,33.333333,5,3,1
6520,2,60,60.0,80,0.0,5,2,1
6525,1,50,86.666667,80,11.111111,7,2,1
6529,1,40,73.333333,80,0.0,4,2,2
6533,2,50,73.333333,80,22.222222,3,3,2
6535,2,50,73.333333,80,0.0,8,2,1
6541,1,40,60.0,40,0.0,4,4,5
6545,1,60,73.333333,80,0.0,5,3,2
6551,2,80,80.0,20,11.111111,5,4,5
6553,2,30,40.0,60,11.111111,6,4,1
6555,2,50,73.333333,100,0.0,3,3,3
6556,2,50,66.666667,80,0.0,6,2,1
6568,1,40,46.666667,20,22.222222,4,3,3
6576,2,70,86.666667,40,0.0,5,3,1
6589,2,50,66.666667,60,0.0,4,3,1
6590,2,40,46.666667,40,0.0,4,3,1
6591,2,60,80.0,40,11.111111,3,5,1
6593,1,40,40.0,20,0.0,6,4,1
6594,2,60,66.666667,60,0.0,2,4,4
6599,2,30,60.0,80,22.222222,3,2,1
6603,1,20,26.666667,40,22.222222,5,3,2
6608,2,30,53.333333,60,0.0,10,2,2
6611,2,60,100.0,80,11.111111,1,3,2
6614,1,30,53.333333,20,11.111111,6,4,1
6618,1,30,40.0,80,22.222222,5,2,1
6622,2,80,80.0,80,0.0,2,2,2
6624,2,40,40.0,40,11.111111,5,3,1
6625,2,60,86.666667,20,11.111111,3,3,1
6631,1,60,100.0,80,0.0,5,5,3
6637,2,40,53.333333,40,22.222222,4,3,1
6645,1,20,46.666667,20,22.222222,6,3,1
6648,1,60,66.666667,80,44.444444,2,3,1
6655,2,30,66.666667,80,0.0,1,4,5
6658,1,40,53.333333,60,22.222222,3,4,1
6659,2,30,40.0,20,22.222222,4,3,1
6665,2,60,80.0,100,0.0,1,4,2
6669,2,30,40.0,20,0.0,3,3,1
6670,1,40,60.0,40,22.222222,4,4,1
6678,2,60,33.333333,100,0.0,3,3,5
6683,1,40,40.0,20,33.333333,3,3,1
6686,2,50,53.333333,60,11.111111,5,2,1
6690,1,30,40.0,40,33.333333,5,3,1
6695,1,30,40.0,80,0.0,5,5,1
6700,2,50,66.666667,60,0.0,2,2,1
6707,2,30,40.0,20,0.0,1,5,2
6724,2,80,53.333333,40,0.0,5,3,1
6728,2,80,86.666667,60,11.111111,4,5,5
6731,1,40,40.0,80,0.0,3,3,1
6736,2,50,53.333333,40,22.222222,7,2,1
6739,2,40,40.0,40,22.222222,5,3,1
6744,2,50,60.0,60,0.0,5,3,3
6748,1,50,53.333333,80,11.111111,4,2,1
6761,1,60,73.333333,40,11.111111,5,4,1
6763,1,30,53.333333,40,22.222222,8,2,1
6769,1,50,66.666667,40,0.0,3,5,1
6775,2,60,66.666667,80,0.0,2,4,1
6778,1,40,60.0,20,0.0,8,3,5
6783,1,60,100.0,40,0.0,1,4,1
6787,1,30,40.0,40,11.111111,3,2,2
6788,2,80,66.666667,20,0.0,6,5,5
6790,2,40,53.333333,40,22.222222,4,3,1
6791,1,40,53.333333,60,0.0,5,5,1
6799,1,70,86.666667,80,22.222222,3,4,1
6800,2,50,66.666667,60,44.444444,3,4,1
6814,1,70,80.0,80,0.0,2,5,5
6818,2,50,40.0,40,0.0,5,3,1
6823,2,30,60.0,40,33.333333,5,3,1
6828,2,60,73.333333,40,0.0,3,3,1
6840,2,60,73.333333,40,0.0,7,3,1
6841,2,30,33.333333,60,0.0,10,3,5
6842,2,30,40.0,80,0.0,7,3,1
6843,2,30,60.0,20,0.0,5,3,1
6847,2,30,40.0,20,0.0,5,3,1
6852,2,60,100.0,100,44.444444,5,5,5
6853,1,30,40.0,40,22.222222,2,3,2
6854,1,30,46.666667,60,0.0,6,5,1
6856,2,50,66.666667,40,11.111111,3,5,4
6859,2,30,60.0,60,11.111111,5,4,1
6867,2,30,46.666667,20,11.111111,1,3,1
6874,1,30,40.0,20,0.0,9,4,1
6875,2,60,80.0,40,22.222222,5,4,1
6879,2,40,46.666667,20,11.111111,8,3,1
6888,1,20,20.0,80,22.222222,6,5,5
6891,1,30,60.0,20,0.0,1,5,1
6894,1,20,20.0,0,0.0,6,4,1
6899,2,30,73.333333,80,0.0,6,3,1
6916,1,60,86.666667,60,11.111111,6,3,1
6918,1,50,60.0,20,22.222222,6,4,1
6919,1,40,60.0,40,11.111111,4,4,1
6921,1,60,60.0,60,11.111111,6,4,1
6924,2,30,40.0,20,22.222222,3,3,1
6925,1,100,86.666667,60,0.0,3,3,1
6928,2,30,40.0,60,0.0,5,4,4
6931,1,30,66.666667,20,11.111111,6,4,1
6936,2,60,60.0,20,11.111111,1,4,1
6938,1,60,53.333333,80,11.111111,2,3,1
6949,1,30,60.0,20,11.111111,3,3,1
6959,1,20,20.0,20,0.0,10,4,1
6967,1,60,60.0,20,22.222222,4,3,1
6972,1,40,73.333333,40,22.222222,5,5,1
6973,1,80,73.333333,20,0.0,3,4,1
6977,1,80,66.666667,100,22.222222,5,3,1
6979,1,50,53.333333,80,0.0,2,4,1
6982,1,30,40.0,20,0.0,3,5,2
6983,2,40,40.0,40,0.0,5,4,4
6987,2,50,60.0,60,22.222222,3,3,1
6989,2,50,33.333333,80,11.111111,3,2,1
6992,2,30,60.0,20,22.222222,8,3,1
6994,2,50,93.333333,60,22.222222,1,4,1
6995,1,60,80.0,80,0.0,4,4,4
7004,1,60,60.0,80,0.0,5,5,1
7005,2,20,20.0,20,0.0,4,5,5
7013,1,60,80.0,20,0.0,3,5,1
7017,1,30,40.0,20,11.111111,2,3,2
7032,1,20,20.0,20,44.444444,5,2,1
7037,2,30,40.0,20,22.222222,4,1,1
7039,2,60,73.333333,40,11.111111,4,2,1
7043,2,50,40.0,80,44.444444,3,3,1
7056,1,20,46.666667,100,11.111111,2,5,1
7059,2,60,20.0,100,33.333333,5,3,1
7065,2,30,40.0,20,22.222222,5,2,1
7066,1,50,60.0,60,33.333333,3,2,1
7072,1,30,53.333333,20,22.222222,7,4,1
7074,2,30,40.0,20,33.333333,5,4,1
7076,2,40,60.0,20,0.0,5,5,5
7087,2,30,60.0,80,0.0,5,4,1
7089,2,30,60.0,40,44.444444,5,4,1
7091,2,70,86.666667,20,0.0,9,5,5
7094,2,60,80.0,80,44.444444,1,5,5
7099,1,60,66.666667,40,33.333333,4,3,1
7111,1,30,66.666667,80,0.0,5,3,1
7116,2,30,80.0,40,0.0,1,2,2
7118,2,50,66.666667,20,0.0,10,5,5
7120,2,30,40.0,80,0.0,5,3,5
7122,1,30,60.0,80,0.0,5,4,1
7129,1,70,60.0,80,0.0,2,4,2
7131,2,50,66.666667,20,11.111111,5,5,0
7132,2,30,66.666667,40,0.0,1,5,1
7135,1,30,40.0,20,33.333333,4,3,1
7139,2,30,40.0,80,0.0,3,4,1
7143,2,60,66.666667,40,11.111111,3,3,1
7149,2,50,46.666667,40,11.111111,4,3,1
7151,1,40,66.666667,40,0.0,5,2,1
7155,1,30,40.0,80,11.111111,1,4,5
7157,2,60,100.0,100,0.0,1,5,1
7161,2,30,60.0,20,33.333333,5,1,1
7162,1,90,100.0,80,11.111111,2,4,2
7166,1,30,40.0,20,11.111111,5,4,1
7167,1,40,40.0,20,22.222222,4,2,1
7168,2,50,80.0,100,11.111111,3,1,1
7170,2,40,40.0,40,0.0,5,3,1
7172,2,30,40.0,20,0.0,3,5,1
7174,1,70,40.0,100,22.222222,5,4,1
7175,1,60,80.0,40,0.0,5,3,1
7176,2,40,60.0,80,0.0,5,4,1
7178,2,30,40.0,80,0.0,5,2,1
7183,2,30,60.0,20,0.0,5,5,3
7186,1,30,80.0,80,11.111111,5,5,5
7187,2,60,100.0,20,0.0,5,4,1
7190,2,50,60.0,40,0.0,3,4,5
7192,2,60,73.333333,60,11.111111,5,2,2
7196,2,30,60.0,60,44.444444,6,5,1
7197,2,40,60.0,40,11.111111,5,3,1
7208,1,30,40.0,20,0.0,5,3,2
7212,1,50,80.0,60,11.111111,3,2,1
7215,1,30,40.0,20,33.333333,6,3,1
7227,1,60,46.666667,60,22.222222,5,2,1
7235,1,50,60.0,80,0.0,3,3,1
7237,2,30,60.0,40,33.333333,4,3,1
7247,1,60,40.0,40,22.222222,4,3,2
7248,2,30,40.0,20,11.111111,4,4,1
7254,1,50,86.666667,60,11.111111,2,4,1
7259,2,60,40.0,20,77.777778,3,3,1
7260,2,30,53.333333,20,22.222222,7,3,1
7262,1,60,80.0,100,0.0,5,4,5
7263,2,30,46.666667,60,11.111111,3,4,4
7264,1,90,100.0,80,11.111111,1,5,1
7265,2,50,73.333333,40,22.222222,5,3,1
7266,2,30,40.0,20,11.111111,6,3,1
7270,1,30,60.0,80,11.111111,6,5,5
7273,1,70,93.333333,40,22.222222,2,3,1
7274,2,50,40.0,80,44.444444,4,5,1
7287,2,30,60.0,20,0.0,5,3,2
7296,2,50,73.333333,40,22.222222,2,3,1
7301,2,70,66.666667,20,11.111111,4,4,1
7303,1,50,80.0,20,22.222222,3,1,1
7321,2,90,93.333333,80,0.0,3,4,1
7322,2,50,60.0,80,0.0,4,3,1
7324,2,60,80.0,60,11.111111,1,2,3
7328,2,30,46.666667,40,22.222222,3,3,1
7335,2,60,40.0,100,22.222222,1,5,3
7339,1,60,60.0,80,11.111111,5,4,1
7342,1,60,80.0,40,22.222222,6,5,5
7352,1,40,60.0,40,22.222222,4,2,1
7355,1,30,60.0,20,0.0,5,3,1
7360,1,30,60.0,20,11.111111,5,5,1
7362,1,50,66.666667,40,11.111111,4,4,1
7367,1,80,73.333333,60,0.0,5,5,1
7368,2,30,66.666667,0,11.111111,5,4,1
7372,2,40,60.0,40,11.111111,4,3,1
7374,2,60,80.0,80,11.111111,3,4,1
7378,2,50,73.333333,40,44.444444,4,3,1
7379,1,50,60.0,40,22.222222,5,3,1
7380,2,90,80.0,60,0.0,4,2,1
7383,1,60,100.0,100,0.0,1,5,5
7396,2,40,40.0,80,22.222222,5,3,1
7404,2,60,80.0,20,0.0,5,3,1
7413,1,60,60.0,60,11.111111,5,4,5
7414,2,60,100.0,20,0.0,6,1,1
7418,2,30,40.0,20,22.222222,5,4,2
7420,2,30,73.333333,60,11.111111,5,4,4
7421,1,60,53.333333,40,11.111111,5,5,1
7422,2,40,33.333333,40,0.0,4,3,5
7423,2,30,40.0,20,0.0,5,4,5
7450,2,90,100.0,100,11.111111,3,4,1
7451,2,30,33.333333,80,55.555556,2,5,5
7457,2,30,60.0,20,33.333333,3,3,1
7466,1,40,53.333333,60,11.111111,4,3,1
7473,2,40,40.0,60,0.0,6,3,1
7478,2,30,20.0,20,0.0,5,3,1
7481,1,30,40.0,20,44.444444,1,3,5
7492,2,60,66.666667,60,0.0,6,3,1
7495,1,80,73.333333,40,0.0,6,3,1
7501,2,40,60.0,40,0.0,5,3,1
7504,1,30,53.333333,100,0.0,1,4,1
7508,2,90,86.666667,100,0.0,5,2,5
7519,2,40,66.666667,40,11.111111,4,2,4
7528,2,60,73.333333,100,0.0,2,4,1
7529,2,40,60.0,80,11.111111,3,4,2
7530,2,60,66.666667,60,11.111111,5,3,5
7536,1,30,40.0,20,0.0,5,4,1
7552,2,60,73.333333,60,33.333333,1,3,5
7563,1,60,60.0,80,11.111111,3,2,1
7571,2,60,100.0,20,0.0,5,3,1
7574,2,40,46.666667,20,0.0,7,3,1
7576,2,30,53.333333,20,0.0,6,2,1
7579,1,30,40.0,20,0.0,5,4,5
7580,2,60,80.0,80,0.0,4,3,4
7582,2,30,26.666667,60,11.111111,4,3,5
7583,2,40,33.333333,80,33.333333,5,1,1
7587,1,40,60.0,40,0.0,5,3,5
7589,2,60,40.0,80,11.111111,7,3,5
7596,2,40,40.0,40,22.222222,4,4,5
7602,2,60,60.0,20,0.0,1,3,1
7605,1,50,73.333333,80,0.0,6,4,2
7613,1,50,40.0,80,11.111111,5,4,1
7616,1,60,80.0,80,0.0,1,5,1
7620,2,20,20.0,20,11.111111,6,3,3
7622,1,60,53.333333,80,0.0,4,2,1
7630,1,40,46.666667,20,11.111111,5,2,1
7635,2,30,40.0,20,11.111111,6,3,3
7640,2,30,33.333333,20,0.0,5,3,1
7645,2,40,40.0,20,0.0,5,3,1
7646,2,20,20.0,20,0.0,8,2,1
7647,2,30,40.0,60,0.0,6,4,1
7648,1,60,73.333333,20,22.222222,5,4,1
7652,2,40,60.0,60,44.444444,1,2,1
7655,2,30,40.0,80,0.0,4,4,5
7657,2,40,60.0,20,55.555556,2,3,1
7663,1,50,60.0,40,0.0,2,2,1
7665,1,40,66.666667,40,0.0,4,1,1
7670,1,40,60.0,60,0.0,3,3,1
7678,1,30,46.666667,20,0.0,1,5,1
7684,2,30,40.0,20,22.222222,4,4,2
7687,1,50,66.666667,40,11.111111,6,4,1
7691,2,70,53.333333,40,11.111111,5,3,1
7698,2,30,46.666667,20,33.333333,4,2,1
7706,2,50,86.666667,20,0.0,6,3,1
7714,2,50,53.333333,40,11.111111,4,4,1
7717,1,20,33.333333,20,0.0,5,4,1
7719,1,60,60.0,60,11.111111,3,5,2
7720,1,30,40.0,20,44.444444,3,4,1
7725,1,30,40.0,20,11.111111,7,3,1
7727,1,40,46.666667,20,0.0,6,2,1
7728,1,30,40.0,20,11.111111,4,3,1
7731,1,50,60.0,60,22.222222,5,4,1
7732,2,40,46.666667,60,0.0,1,4,1
7735,2,30,46.666667,20,11.111111,2,4,1
7741,1,40,40.0,60,55.555556,3,4,3
7744,1,30,60.0,80,0.0,5,4,5
7746,2,30,40.0,60,22.222222,3,4,1
7747,2,60,60.0,40,22.222222,7,2,1
7750,2,30,46.666667,60,0.0,3,4,1
7755,2,50,60.0,60,11.111111,4,4,1
7756,2,50,86.666667,20,44.444444,3,4,1
7757,2,30,60.0,20,22.222222,5,3,1
7762,2,60,100.0,20,11.111111,4,3,1
7775,1,30,53.333333,20,0.0,5,5,1
7781,1,60,80.0,60,11.111111,4,3,3
7784,1,40,40.0,60,0.0,3,3,1
7785,2,30,40.0,20,0.0,3,4,1
7786,1,30,60.0,20,22.222222,6,3,1
7788,2,90,60.0,100,0.0,1,3,1
7789,2,30,46.666667,20,88.888889,2,4,2
7790,2,30,40.0,20,11.111111,3,3,1
7793,2,60,40.0,80,11.111111,6,4,1
7797,2,50,73.333333,40,33.333333,5,3,1
7802,2,40,40.0,20,22.222222,5,4,1
7804,1,30,40.0,20,11.111111,4,4,5
7809,2,40,60.0,40,0.0,4,4,1
7810,2,20,73.333333,20,0.0,8,3,1
7814,2,60,86.666667,60,0.0,4,3,1
7816,1,20,20.0,60,11.111111,3,3,1
7818,2,60,73.333333,40,22.222222,5,3,1
7820,2,50,80.0,60,22.222222,5,3,1
7824,2,30,46.666667,40,11.111111,4,4,1
7826,1,30,40.0,0,0.0,4,3,1
7830,2,30,73.333333,40,11.111111,6,2,1
7831,2,40,40.0,60,11.111111,5,3,1
7834,2,60,66.666667,40,0.0,5,4,5
7836,1,80,66.666667,20,11.111111,5,5,1
7838,2,30,40.0,20,11.111111,6,3,1
7843,2,30,53.333333,40,11.111111,6,4,1
7844,2,30,46.666667,20,11.111111,5,3,1
7845,1,60,100.0,20,0.0,5,4,4
7846,2,60,80.0,40,11.111111,7,4,4
7855,2,50,60.0,40,11.111111,6,3,1
7856,1,30,53.333333,20,11.111111,4,4,2
7859,1,40,60.0,20,11.111111,6,3,1
7860,2,50,53.333333,20,33.333333,5,4,1
7861,1,60,80.0,80,11.111111,4,4,1
7864,2,30,40.0,60,11.111111,3,4,1
7866,1,90,93.333333,80,11.111111,4,4,1
7876,2,40,86.666667,80,11.111111,3,3,1
7878,2,40,46.666667,60,0.0,4,3,1
7880,1,90,86.666667,80,0.0,2,5,2
7884,2,20,46.666667,20,33.333333,5,2,1
7898,1,20,33.333333,100,11.111111,5,1,1
7900,2,30,40.0,20,22.222222,7,3,3
7918,2,50,60.0,20,11.111111,4,2,1
7927,2,50,80.0,60,0.0,3,4,3
7930,1,20,40.0,20,22.222222,5,3,1
7932,2,20,53.333333,80,0.0,4,2,5
7934,1,70,80.0,60,55.555556,1,3,4
7935,2,70,60.0,60,11.111111,2,5,4
7936,2,60,86.666667,20,0.0,8,2,1
7937,1,40,73.333333,20,0.0,7,2,2
7938,1,50,53.333333,40,0.0,4,4,1
7941,2,50,66.666667,40,22.222222,3,3,3
7951,2,20,26.666667,20,0.0,4,4,4
7956,2,40,60.0,20,0.0,5,3,2
7959,2,40,40.0,20,22.222222,5,3,1
7969,2,50,66.666667,40,0.0,6,3,3
7973,2,40,73.333333,40,0.0,3,3,5
7977,2,30,33.333333,20,0.0,5,3,1
7980,1,40,73.333333,60,11.111111,2,3,2
7988,1,60,73.333333,60,22.222222,4,3,3
7989,2,50,46.666667,40,22.222222,7,2,1
7992,1,30,40.0,20,0.0,5,4,1
7994,1,60,73.333333,40,44.444444,5,2,1
7997,2,40,60.0,20,0.0,6,3,2
7998,2,40,66.666667,60,11.111111,5,4,1
7999,2,80,93.333333,60,44.444444,3,4,1
8000,2,50,66.666667,40,11.111111,5,4,2
8001,2,50,66.666667,40,0.0,5,4,1
8012,1,70,100.0,40,0.0,3,5,5
8024,1,50,60.0,60,11.111111,5,3,1
8026,1,30,40.0,60,11.111111,4,4,1
8027,1,80,66.666667,80,0.0,3,5,1
8029,2,40,66.666667,60,22.222222,5,4,1
8037,2,60,60.0,20,0.0,5,1,1
8039,2,60,73.333333,20,33.333333,3,2,1
8041,2,40,60.0,60,22.222222,3,4,2
8047,1,50,60.0,40,0.0,8,5,1
8053,2,40,53.333333,60,11.111111,5,2,5
8070,2,60,100.0,60,11.111111,2,2,1
8077,1,80,80.0,60,11.111111,1,5,1
8079,2,40,60.0,20,0.0,5,2,1
8084,1,50,60.0,40,11.111111,6,4,1
8085,1,60,60.0,60,22.222222,5,3,1
8096,2,60,66.666667,60,44.444444,6,2,1
8097,2,40,60.0,20,22.222222,5,2,1
8102,1,50,33.333333,20,11.111111,6,4,1
8107,2,50,46.666667,40,11.111111,7,3,1
8119,2,60,80.0,40,0.0,7,4,4
8124,2,50,73.333333,60,22.222222,5,2,1
8128,2,40,40.0,40,0.0,6,5,2
8130,2,50,66.666667,20,0.0,6,3,1
8137,1,50,60.0,40,0.0,4,3,3
8142,2,60,86.666667,20,11.111111,3,2,1
8147,1,60,53.333333,40,0.0,3,5,1
